## Report
〔bg=#BFBFBF,b〕TITLE	〔b〕REPORT TEST MATERIAL CD FROM NEW SUPPLIER GES TRADING _201507																〔bg=#BFBFBF,b〕Dept	〔b〕ME
																	〔bg=#BFBFBF,b〕Date	〔b〕28/Apr
																	〔bg=#BFBFBF,b〕Marker	〔b〕Le
〔bg=#BFBFBF,b〕I. Purpose.																		
 -  Test lot material CD from new supplier GES Trading OK or Not ?																		
〔bg=#BFBFBF,b〕II. Content.																		
TEST compare lot CD with other condition :																		
 + Plasma => PQC check dyne pen : 10EA																		
 + Test tension : 10EA																		
 + Test ass'y VP+CD check separate VP/CD 																		
 + Make sample and check funtion 																		
〔bg=#BFBFBF,b〕3.Result 																		
	〔b〕1. Result  Check Dyne Pen and Tension Test 																	
	〔bg=#B7DEE8,b〕No	〔bg=#B7DEE8,b〕Date 	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Input	〔bg=#B7DEE8,b〕OK 	〔bg=#B7DEE8,b〕Dyne Pen 40	〔bg=#B7DEE8,b〕Tension Test	〔bg=#B7DEE8,b〕Total NG 	〔bg=#B7DEE8,b〕NG Rate									
						〔bg=#B7DEE8,b〕NG 	〔bg=#B7DEE8,b〕NG 											
	1	4/28/2025	〔bg=#FDE9D9〕New Supplier   GES Trading 	〔bg=#FDE9D9〕10	〔bg=#FDE9D9〕10	〔bg=#FDE9D9〕0		〔bg=#FDE9D9〕0	〔bg=#FDE9D9,fg=#FF0000〕0.0%									
						〔bg=#FDE9D9,fg=#FF0000〕0.0%	〔bg=#FDE9D9,fg=#FF0000〕0.0%											
	2		Normal   ( Supplier Ralon)	5	5	0		0	〔fg=#FF0000〕0.0%									
						〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%											
	〔b〕2. Result  Check Separate VP/CD 																	
	〔bg=#B7DEE8,b〕No	〔bg=#B7DEE8,b〕Date 	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Input	〔bg=#B7DEE8,b〕OK 	〔bg=#B7DEE8,b〕NG separate VP/CD 	〔bg=#B7DEE8,b〕Total NG 											
	1	4/28/2025	〔bg=#FDE9D9〕New Supplier   GES Trading 	〔bg=#FDE9D9〕167	〔bg=#FDE9D9〕167	〔bg=#FDE9D9〕0	〔bg=#FDE9D9,fg=#FF0000〕0.0%											
	2		Normal   ( Supplier Ralon)	191	190.989528795812	2	〔fg=#FF0000〕1.0%											
	〔b〕3. Result check Function 																	
	〔bg=#B7DEE8,b〕No	〔bg=#B7DEE8,b〕Date Test	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Input	〔bg=#B7DEE8,b〕OK	〔bg=#B7DEE8,b〕Sigma 				〔bg=#B7DEE8,b〕Hearing		〔bg=#B7DEE8,b〕Total NG	〔bg=#B7DEE8,b〕NG Rate	〔bg=#B7DEE8,b〕Note				
						〔bg=#B7DEE8,b〕SPL 	〔bg=#B7DEE8,b〕THD 	〔bg=#B7DEE8,b〕SPL+THD 	〔bg=#B7DEE8,b〕SPL+THD+F0	〔bg=#B7DEE8,b〕Noise 	〔bg=#B7DEE8,b〕Touch 							
	1	4/28/2025	〔bg=#FDE9D9〕New Supplier   GES Trading 	〔bg=#FDE9D9〕166	〔bg=#FDE9D9〕145	〔bg=#FDE9D9〕1	〔bg=#FDE9D9〕1	〔bg=#FDE9D9〕0	〔bg=#FDE9D9〕0	〔bg=#FDE9D9〕2	〔bg=#FDE9D9〕19	〔bg=#FDE9D9〕21	〔bg=#FDE9D9,fg=#FF0000〕12.7%					
						〔bg=#FDE9D9,fg=#FF0000〕0.6%	〔bg=#FDE9D9,fg=#FF0000〕0.6%	〔bg=#FDE9D9,fg=#FF0000〕0.0%	〔bg=#FDE9D9,fg=#FF0000〕0.0%	〔bg=#FDE9D9,fg=#FF0000〕1.2%	〔bg=#FDE9D9,fg=#FF0000〕11.4%							
	2		Normal   (Supplier Ralon)	189	184	0	0	0	0	3	2	5	〔fg=#FF0000〕2.6%					
						〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%	〔fg=#FF0000〕1.6%	〔fg=#FF0000〕1.1%							
	〔b〕3.Result check tension VP + CD ass'y ( Spec : 1.2kgf ) 																	
	〔bg=#B7DEE8,b〕Date Test	〔bg=#B7DEE8,b〕Line	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Sample #1	〔bg=#B7DEE8,b〕Sample #2	〔bg=#B7DEE8,b〕Sample #3	〔bg=#B7DEE8,b〕Sample #4	〔bg=#B7DEE8,b〕Sample #5	〔bg=#B7DEE8,b〕Sample #6	〔bg=#B7DEE8,b〕Sample #7	〔bg=#B7DEE8,b〕Sample #8	〔bg=#B7DEE8,b〕Sample #9	〔bg=#B7DEE8,b〕Sample #10	〔bg=#B7DEE8,b〕Min	〔bg=#B7DEE8,b〕Max	〔bg=#B7DEE8,b〕Average	〔bg=#B7DEE8,b〕Note 	
	8/23/2025	C2-2A	New Supplier   GES Trading 	2.830	3.263	3.263	3.427	3.012	2.570	3.324	3.007	3.963	2.784	〔bg=#D8E4BC〕2.570	〔bg=#76933C〕3.963	〔bg=#B1A0C7〕3.144		
			Normal   ( Supplier Ralon)	3.230	3.231	3.089	2.820	2.840						〔bg=#D8E4BC〕2.820	〔bg=#76933C〕3.231	〔bg=#B1A0C7〕3.042		
	〔b〕5. Result Decap NG Sigma +Hearing 																	
〔bg=#BFBFBF,b〕4. Decision																		

## Decap NG
〔bg=#C0C0C0,b〕TITLE		〔b〕REPORT ANALYZE NG FUNCTION MODEL L20S15- 07DT																〔bg=#C0C0C0,b〕Dept	ME			
																		〔bg=#C0C0C0,b〕Date	28-Apr-25			
																		〔bg=#C0C0C0,b〕Maker	〔b〕Trang			
〔bg=#C0C0C0,b〕1. Problem																						
-NG function MSU L20S15 - 07DT																						
〔bg=#C0C0C0,b〕2. Result NG 																						
〔bg=#C0C0C0,b〕3. Result analysis NG Function																						
〔fg=#FF0000〕- Data analysis  Sigma +Hearing																						〔fg=#FFFFFF,b〕No
	〔b〕TYPE				〔b〕Total	〔b〕Q'ty	〔b〕Portion	〔b〕Decap reason														
	Coil offset				15	4	26.7%															
	Particle ( NG Sigma)					1	6.7%															
	Don't know reason 					10	66.7%															
〔bg=#C0C0C0,b〕4. DECISION																						
			〔b〕RESULT ANALYSE NG FUNCTION OF MSU- L20S15 - 07DT       																			
			〔bg=#C5D9F1〕No	〔bg=#C5D9F1〕Reason NG	〔bg=#C5D9F1〕Q'ty analyse	〔bg=#C5D9F1〕Q'ty NG		〔bg=#C5D9F1,fg=#FF0000〕NG rate	〔bg=#C5D9F1〕Portion													
			1	Coil offset	15	4		〔fg=#FF0000〕0.266666666666667	〔fg=#FF0000〕0.266666666666667													
			2	Particle ( NG Sigma)		1		〔fg=#FF0000〕0.0666666666666667	〔fg=#FF0000〕0.0666666666666667													
			3	Don't know reason 		10		〔fg=#FF0000〕0.666666666666667	〔fg=#FF0000〕0.666666666666667													

## NTI_종합
〔b〕MASK	
HZ	%
100	90
240	42
312	35
500	25
1000	10
2000	8
4500	6
7000	10
14000	8

## SPL DATA_(NTI
	〔fg=#0000FF,b〕MASK 1	〔fg=#0000FF,b〕MASK 2	〔fg=#0000FF,b〕 ST 		〔fg=#0000FF,b〕Test GES #1	〔fg=#0000FF,b〕Test GES #2	〔fg=#0000FF,b〕Test GES #3	〔fg=#0000FF,b〕Test GES #4	〔fg=#0000FF,b〕Test GES #5	〔fg=#0000FF,b〕Test GES #6	〔fg=#0000FF,b〕Test GES #7	〔fg=#0000FF,b〕Test GES #8	〔fg=#0000FF,b〕Test GES #9	〔fg=#0000FF,b〕Test GES #10	〔fg=#FF0000,b〕Test GES AVG		〔fg=#0000FF,b〕Normal #1	〔fg=#0000FF,b〕Normal #2	〔fg=#0000FF,b〕Normal #3	〔fg=#0000FF,b〕Normal #4	〔fg=#0000FF,b〕Normal #5	〔fg=#0000FF,b〕Normal #6	〔fg=#0000FF,b〕Normal #7	〔fg=#0000FF,b〕Normal #8	〔fg=#0000FF,b〕Normal #9	〔fg=#0000FF,b〕Normal #10	〔fg=#FF0000,b〕Normal AVG
1180	7.09386		7.10046	7.25826	7.18045	7.1683	7.18045	7.16705	7.16681	7.16047	7.24509	7.16372	7.18063		7.15358	7.1809	7.29241	7.1858	7.19904	7.22168	7.18733	7.27379	7.1724	7.27252	7.22554
1250	7.06888		7.06976	7.22854	7.15044	7.13691	7.14798	7.13898	7.13691	7.12785	7.21383	7.13106	7.14973		7.12232	7.149	7.25809	7.15417	7.16768	7.1842	7.15362	7.23777	7.13953	7.23405	7.18983
1320	7.05532		7.05265	7.20952	7.13256	7.11863	7.12764	7.12271	7.11933	7.107	7.19562	7.11137	7.13121		7.10265	7.13118	7.23701	7.1357	7.14817	7.16052	7.13274	7.21676	7.11857	7.21058	7.16783
1400	7.04696		7.03955	7.19685	7.12006	7.10702	7.1148	7.11217	7.10721	7.09133	7.18372	7.0988	7.11865		7.08925	7.11852	7.22344	7.12263	7.1362	7.14633	7.12006	7.20283	7.10669	7.19582	7.15435
1500	7.0468		7.03626	7.19252	7.11623	7.10164	7.1105	7.11106	7.10404	7.08667	7.17966	7.09379	7.11504		7.08494	7.1146	7.21833	7.11801	7.13187	7.13881	7.11547	7.19645	7.10195	7.18974	7.14848
1600	7.05327		7.04013	7.19505	7.11968	7.10494	7.11303	7.11533	7.10904	7.08935	7.18396	7.09613	7.11876		7.08786	7.11912	7.22182	7.12182	7.13488	7.14099	7.1184	7.19867	7.10458	7.1905	7.15063
1700	7.06405		7.04826	7.20422	7.12932	7.11391	7.12179	7.12534	7.11805	7.09731	7.19299	7.10458	7.12765		7.09712	7.1293	7.23057	7.13028	7.14334	7.1485	7.12624	7.20634	7.11238	7.19789	7.15827
1800	7.0776		7.06075	7.21577	7.1424	7.12554	7.13326	7.13789	7.1298	7.10832	7.2045	7.11536	7.13917		7.1084	7.14293	7.24215	7.14217	7.15466	7.15873	7.13764	7.21834	7.12353	7.20916	7.16948
1900	7.0905		7.07296	7.22702	7.15481	7.13781	7.14457	7.15069	7.14086	7.11977	7.21607	7.12624	7.15073		7.1198	7.157	7.2531	7.15372	7.16717	7.17167	7.14892	7.23318	7.13745	7.22166	7.18258
2000	7.10412		7.08548	7.23891	7.16548	7.15071	7.1569	7.1617	7.15268	7.13142	7.22857	7.13835	7.16254		7.13285	7.16976	7.26595	7.16681	7.18177	7.18591	7.16191	7.24994	7.15226	7.23533	7.19707
2120	7.12552		7.1061	7.25958	7.187	7.17418	7.17848	7.18316	7.17438	7.15279	7.24989	7.15874	7.18379		7.15366	7.19282	7.28701	7.18707	7.20147	7.20311	7.18216	7.26982	7.17	7.25367	7.21575
2240	7.14777		7.12814	7.28236	7.21107	7.19766	7.19993	7.20538	7.19661	7.17533	7.27228	7.18098	7.20612		7.1754	7.21557	7.30902	7.2094	7.22323	7.22364	7.20397	7.29182	7.19183	7.27552	7.23736
2360	7.17052		7.1506	7.30542	7.2355	7.22149	7.22344	7.22919	7.21977	7.19724	7.29577	7.20334	7.22906		7.1978	7.2392	7.33246	7.23261	7.24738	7.247	7.22663	7.31586	7.21477	7.29828	7.26051
2500	7.19899		7.17989	7.33412	7.2651	7.25223	7.25245	7.25812	7.24806	7.22614	7.32383	7.23158	7.25755		7.22757	7.26872	7.36012	7.26138	7.27629	7.27691	7.25565	7.34346	7.24317	7.32726	7.28929
2650	7.23099		7.21323	7.36522	7.29848	7.2857	7.28469	7.29091	7.28082	7.25904	7.35564	7.26409	7.29010		7.25884	7.30267	7.39173	7.29414	7.30689	7.30971	7.28694	7.37581	7.27458	7.35889	7.32119
2800	7.26533		7.24845	7.39911	7.33362	7.32024	7.31958	7.32332	7.3148	7.29335	7.38857	7.29761	7.32353		7.29234	7.33915	7.42695	7.32764	7.34241	7.34354	7.32169	7.40866	7.30785	7.39206	7.35476
3000	7.31234		7.29608	7.44722	7.38232	7.36981	7.36694	7.37129	7.36234	7.33924	7.43645	7.34445	7.37075		7.3387	7.38849	7.47304	7.37575	7.38889	7.39082	7.36759	7.4555	7.35564	7.4382	7.40155
3150	7.34763		7.33129	7.4825	7.41963	7.40697	7.40266	7.40669	7.39696	7.37549	7.47267	7.38086	7.40653		7.374	7.42501	7.50801	7.41044	7.42466	7.42627	7.40438	7.49115	7.39017	7.47325	7.43704
3350	7.3969		7.3815	7.53486	7.47293	7.45958	7.4549	7.45877	7.44766	7.42674	7.52401	7.43194	7.45782		7.42505	7.47744	7.55973	7.46055	7.47562	7.47737	7.45557	7.54043	7.44	7.52498	7.48767
3550	7.4477		7.43423	7.58725	7.52517	7.51274	7.50658	7.5116	7.5005	7.47786	7.57618	7.48323	7.50987		7.47707	7.52992	7.61091	7.51357	7.5278	7.53049	7.50964	7.59332	7.49288	7.57757	7.54078
3750	7.49974		7.48777	7.64141	7.57828	7.5669	7.55935	7.56586	7.55536	7.53252	7.63099	7.53805	7.56456		7.53154	7.5851	7.6646	7.56774	7.58162	7.58452	7.56356	7.64809	7.54694	7.6317	7.59496
4000	7.56981		7.55775	7.71264	7.64998	7.63883	7.63066	7.63779	7.62633	7.604	7.70203	7.61051	7.63613		7.60303	7.65659	7.73543	7.63955	7.65307	7.65688	7.63588	7.71769	7.61775	7.70197	7.66603
4250	7.64004		7.62962	7.78664	7.72311	7.71051	7.70346	7.71191	7.7007	7.67849	7.77691	7.68431	7.71046		7.67699	7.73061	7.80876	7.71329	7.72601	7.72973	7.70833	7.79052	7.68978	7.77568	7.73881
4500	7.71345		7.70561	7.86166	7.7966	7.78607	7.77873	7.78699	7.77635	7.75431	7.85274	7.75986	7.78605		7.75199	7.80689	7.88378	7.78883	7.80159	7.80569	7.78189	7.86516	7.76536	7.85111	7.81384
4750	7.78812		7.78334	7.93753	7.87158	7.86574	7.85677	7.86333	7.85239	7.83204	7.92972	7.83672	7.86284		7.82868	7.88338	7.95937	7.86665	7.87753	7.88252	7.85651	7.94201	7.84295	7.92794	7.89039
5000	7.86206		7.86146	8.01617	7.94857	7.94449	7.9352	7.94192	7.93163	7.91058	8.00971	7.91607	7.94198		7.90781	7.96214	8.03598	7.94597	7.95474	7.96113	7.93319	8.01993	7.92003	8.00581	7.96802
5300	7.95646		7.95829	8.11374	8.04204	8.0433	8.03345	8.03741	8.0291	8.00629	8.1061	8.0124	8.03826		8.00416	8.05261	8.13244	8.04147	8.04986	8.05756	8.03018	8.11538	8.01684	8.10414	8.06482
5600	8.05628		8.06018	8.21502	8.14464	8.14624	8.13627	8.13865	8.13056	8.10872	8.20932	8.11358	8.14017		8.10654	8.15776	8.23491	8.14204	8.15274	8.15951	8.1328	8.21716	8.11895	8.20634	8.16695
6000	8.19234		8.20276	8.35853	8.28691	8.28658	8.27826	8.282	8.27402	8.25121	8.35196	8.25619	8.28308		8.24896	8.30433	8.37721	8.28349	8.29494	8.30027	8.27591	8.35854	8.26239	8.34841	8.30910
6300	8.28845		8.30801	8.46172	8.38998	8.39044	8.38038	8.38866	8.37884	8.35639	8.45454	8.35978	8.38764		8.34965	8.41185	8.48307	8.39242	8.39713	8.40033	8.37914	8.46144	8.36737	8.44989	8.41163
6700	8.39787		8.43606	8.58672	8.51663	8.51689	8.50369	8.51604	8.50349	8.4842	8.57704	8.48568	8.51329		8.46922	8.54305	8.61243	8.5269	8.52121	8.52038	8.50208	8.59018	8.49777	8.57237	8.53656
7100	8.5116		8.55541	8.70723	8.63848	8.63552	8.62236	8.63727	8.62352	8.6037	8.69645	8.60504	8.63320		8.58864	8.65994	8.732	8.64871	8.64128	8.64026	8.62119	8.70961	8.61578	8.69207	8.65578
7500	8.63557		8.67959	8.83404	8.76565	8.76159	8.74959	8.76224	8.7503	8.7294	8.82347	8.73298	8.75968		8.71707	8.78054	8.85338	8.77064	8.76742	8.76907	8.74618	8.83452	8.73765	8.81992	8.78147
8000	8.80102		8.84853	9.00318	8.93565	8.93168	8.92156	8.93069	8.92004	8.89861	8.9928	8.90152	8.92873		8.88875	8.95282	9.02212	8.93979	8.93771	8.94234	8.91322	9.00202	8.90875	8.99049	8.95136
8500	8.97328		9.02627	9.18088	9.11227	9.10871	9.10045	9.10785	9.09681	9.07596	9.17126	9.07811	9.10600		9.06686	9.13254	9.20222	9.11895	9.11693	9.12262	9.09166	9.18119	9.0882	9.16988	9.13071
9000	9.1452		9.20788	9.36232	9.29529	9.29075	9.28269	9.28935	9.27779	9.25888	9.35292	9.26016	9.28782		9.24763	9.31349	9.38344	9.29914	9.29883	9.30355	9.27406	9.3645	9.27003	9.35228	9.31288
9500	9.31707		9.39212	9.5481	9.47774	9.47513	9.46802	9.47423	9.46207	9.4441	9.53827	9.44395	9.47252		9.43259	9.49846	9.56694	9.48339	9.48303	9.48834	9.45732	9.54904	9.45292	9.53656	9.49684
10000	9.49172		9.58055	9.7377	9.66385	9.66442	9.65814	9.66392	9.65108	9.63302	9.72804	9.63283	9.66178		9.61971	9.68776	9.75545	9.67086	9.67097	9.67655	9.64384	9.73662	9.63989	9.72478	9.68434
10600	9.70473		9.80778	9.96631	9.89341	9.89177	9.88735	9.89095	9.87961	9.86137	9.95735	9.86059	9.88997		9.84609	9.91285	9.98297	9.89858	9.89837	9.90285	9.86988	9.96156	9.86707	9.95392	9.91106
11200	9.91354		10.03197	10.1918	10.11955	10.11579	10.11131	10.11395	10.10602	10.08717	10.18116	10.08611	10.11488		10.07187	10.13132	10.20661	10.12402	10.12079	10.12857	10.09339	10.18603	10.09224	10.17949	10.13594
11800	10.11641		10.25399	10.41413	10.33861	10.33475	10.33227	10.33489	10.32928	10.30871	10.40247	10.30803	10.33668		10.29636	10.34823	10.43045	10.34725	10.34592	10.35261	10.31146	10.40945	10.31737	10.40561	10.35930
12500	10.35908		10.51243	10.67152	10.59369	10.58938	10.59209	10.5937	10.58456	10.56823	10.66023	10.56598	10.59454		10.55664	10.60101	10.68857	10.606	10.60541	10.60856	10.56924	10.66535	10.57695	10.66673	10.61737
13200	10.60773		10.7717	10.93331	10.85334	10.8438	10.85241	10.85417	10.84568	10.82851	10.91966	10.82487	10.85458		10.81741	10.8475	10.95035	10.86622	10.86428	10.86268	10.82784	10.92658	10.83907	10.92617	10.87647
14000	10.89376		11.07343	11.23459	11.15504	11.13894	11.15396	11.15532	11.14708	11.12801	11.22045	11.12374	11.15492		11.1191	11.14492	11.25312	11.16866	11.16713	11.16615	11.12629	11.22595	11.14314	11.23075	11.17846
	PASSED		PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED			PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	

## FO DATA
〔fg=#0000FF,b〕RESULT CHECKING FO					
〔fg=#0000FF,b〕Test GES #1	660.66233	〔fg=#0000FF,b〕Normal #1	662.12984	〔fg=#0000FF,b〕ST	653.59438
〔fg=#0000FF,b〕Test GES #2	648.7684	〔fg=#0000FF,b〕Normal #2	667.04489		
〔fg=#0000FF,b〕Test GES #3	663.68948	〔fg=#0000FF,b〕Normal #3	662.66018		
〔fg=#0000FF,b〕Test GES #4	655.8028	〔fg=#0000FF,b〕Normal #4	658.55003		
〔fg=#0000FF,b〕Test GES #5	662.01165	〔fg=#0000FF,b〕Normal #5	660.53842		
〔fg=#0000FF,b〕Test GES #6	648.30273	〔fg=#0000FF,b〕Normal #6	678.60776		
〔fg=#0000FF,b〕Test GES #7	651.94593	〔fg=#0000FF,b〕Normal #7	671.90424		
〔fg=#0000FF,b〕Test GES #8	649.81343	〔fg=#0000FF,b〕Normal #8	675.95557		
〔fg=#0000FF,b〕Test GES #9	668.24607	〔fg=#0000FF,b〕Normal #9	669.77517		
〔fg=#0000FF,b〕Test GES #10	671.64517	〔fg=#0000FF,b〕Normal #10	683.93203		
〔bg=#FFFF00,b〕AVG Test GES	〔bg=#FFFF00,b〕658.09	〔bg=#FFFF00,b〕AVG Normal	〔bg=#FFFF00,b〕669.11	〔bg=#FFFF00,b〕AVG ST 	〔bg=#FFFF00,b〕653.59
